date_of_extract	organisation_number	registered_charity_number	linked_charity_number	charity_name	charity_type	charity_registration_status	date_of_registration	date_of_removal	charity_reporting_status	latest_acc_fin_period_start_date	latest_acc_fin_period_end_date	latest_income	latest_expenditure	charity_contact_address1	charity_contact_address2	charity_contact_address3	charity_contact_address4	charity_contact_address5	charity_contact_postcode	charity_contact_phone	charity_contact_email	charity_contact_web	charity_company_registration_number	charity_insolvent	charity_in_administration	charity_previously_excepted	charity_is_cdf_or_cif	charity_is_cio	cio_is_dissolved	date_cio_dissolution_notice	charity_activities	charity_gift_aid	charity_has_land
2026-03-25 00:00:00.0000000	1	200027	1	POTTERNE MISSION ROOM AND TRUST		Removed	1962-05-17 00:00:00.0000000	2014-04-16 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	2	200027	2	HITCHAM FREE CHURCH		Registered	1962-05-17 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	3	200028	1	TOWN LANDS CHARITY FOR THE POOR		Removed	1961-10-19 00:00:00.0000000	1997-09-17 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	4	200028	2	TOWN LANDS CHARITY FOR THE CHURCH		Removed	1961-10-19 00:00:00.0000000	1997-09-17 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	5	200034	1	CLOPHILL RELIEF IN NEED CHARITY		Registered	1972-07-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	6	200034	5	MARL ALLOTMENT		Registered	1961-07-07 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	7	200037	1	GEORGE DUNCUMB'S CHARITY FOR THE PARISH CLERK		Removed	1961-11-14 00:00:00.0000000	1998-09-07 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	8	200037	2	HARRIET GROTE'S ECCLESIASTICAL CHARITY		Removed	1961-11-14 00:00:00.0000000	1995-11-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	9	200037	3	CHARLES HAMMOND (OTHERWISE PALMER)		Removed	1961-11-14 00:00:00.0000000	1995-11-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	10	200037	4	EDWARD WOOD		Removed	1961-11-14 00:00:00.0000000	1995-11-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	11	200040	1	THOMAS CARTER AND ANN MORDAUNT		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	12	200040	2	CHARLES HIGGINS FOR CLOTHING		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	13	200040	3	ANN MARIA HIGGINS FOR POOR		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	14	200040	4	JOHN ROBINSON		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	15	200040	5	EARL OF MORDAUNT		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	16	200040	6	TURVEY POORS LAND		Registered	1961-06-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	17	200043	1	HENRY SMITH		Registered	1961-07-05 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	18	200043	2	MICHAEL EARLE		Registered	1961-07-14 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	19	200047	1	CLEMENT MARSLAND'S CHARITY		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	20	200047	2	HENRY SMITH'S CHARITY (SHARE)		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	21	200047	3	JOHN ATTERTON		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	22	200047	4	THE REVEREND ROBERT HANCOCK'S CHARITY		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	23	200047	5	FATHERLESS GIRLS FUND (ELIZABETH HUTCHINSON'S CHARITY)		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	24	200047	6	WIDOWS FUND (REV ROBERT HANCOCK'S CHARITY)		Registered	1967-11-15 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	25	200056	1	JANE LINWOOD		Registered	1961-06-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	26	200056	2	PETERS		Registered	1961-06-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	27	200056	3	JANE PIGGOTT		Registered	1961-06-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	28	200056	4	MARIA SALE		Registered	1961-06-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	29	200056	5	HENRY SMITH (OXTED SHARE)		Registered	1961-06-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	30	200064	1	ANN CARTER		Registered	1961-08-01 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	31	200064	2	SIR WILLIAM LONG		Registered	1961-08-01 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	32	200064	3	CHARITY OF CATER AND OTHERS KNOWN AS THE CHARITY LANDS (EXCLUSIVE OF EDUCATIONAL FOUNDATION)		Registered	1961-08-01 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	33	200082	1	WILLIAM RISBRIDGER'S ELEEMOSYNARY CHARITY		Removed	1961-06-22 00:00:00.0000000	2007-11-29 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	34	200082	2	ALICE POLSTED		Removed	1961-06-22 00:00:00.0000000	2007-11-29 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	35	200082	3	CHARITY DUNCUMB		Removed	1961-06-22 00:00:00.0000000	1996-05-14 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	36	200082	4	SHARE OF THE CHARITY OF HENRY SMITH (WARBLETON ESTATE)		Removed	1961-06-22 00:00:00.0000000	2007-11-29 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	37	200086	1	LADY GRANTLEY		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	38	200086	2	LORD GRANTLEY		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	39	200086	3	GWINNE'S ELEEMOSYNARY CHARITY		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	40	200086	4	THOMAS MITCHELL		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	41	200086	5	HENRY SMITH		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	42	200086	6	WILLIAM STANTON		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	43	200086	7	MATILDA SARAH WELLS		Registered	1961-06-26 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	44	200098	1	COPT HILL POOR'S LAND		Removed	1961-06-12 00:00:00.0000000	2009-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	45	200098	2	OLD CHAPEL ALLOTMENTS		Removed	1961-06-12 00:00:00.0000000	2009-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	46	200103	1	WALSINGHAM LODGE		Registered	1987-07-13 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	47	200113	1	TOWN ESTATE ELEEMOSYNARY CHARITY		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	48	200113	2	ROBERT BECKET FOR WIDOWS		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	49	200113	3	NICHOLAS COBBITT		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	50	200113	4	JOHN BRYAN		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	51	200113	5	THOMAS EARL OF ELGIN		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	52	200113	6	FUEL ALLOTMENT		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	53	200113	7	AMPTHILL CHARITY ESTATE		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	54	200113	8	CHARITY OF LOUISA MOORE FOR GOWNS, BIBLES AND BLANKETS		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	55	200113	9	LOUISA MOORE		Removed	1961-07-27 00:00:00.0000000	1998-02-20 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	56	200124	1	HENRY SMITH (WORTH ESTATE)		Registered	1961-06-28 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	57	200124	2	HENRY SPOONER		Registered	1961-06-28 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	58	200126	1	HENRY SMITH'S CHARITY		Registered	1961-10-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	59	200126	2	REVEREND NICHOLAS WALLIS'S NON-ECCLESIASTICAL CHARITY		Registered	1961-10-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	60	200126	3	FUND REPRESENTING ARREARS AND ACCUMULATIONS OF INCOME OF CHARITIES		Registered	1961-10-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	61	200148	1	SARAH COX AND CECILLIA DARNELLY		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	62	200148	2	JOHN DOWN		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	63	200148	3	ROGER BELLOW		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	64	200148	4	ANDREW OR OWEN PETER		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	65	200148	5	ISABELLA SALTONSTALL'S RELIEF IN NEED CHARITY		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	66	200148	6	EDMUND SUTTON		Registered	1961-07-17 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	67	200148	7	HENRY SMITH (IWOOD ESTATE) SHARE		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	68	200148	8	JAMES SUTTON'S RELIEF IN NEED		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	69	200148	9	DULCIBELLA MARIA EDEN		Registered	1961-06-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	70	200150	1	POORS' LAND CHARITY		Registered	1961-06-30 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	71	200150	2	CHURCH HOUSE CHARITY		Registered	1961-06-30 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	72	200150	3	HENRY SMITH CHARITY (WARBLETON ESTATE)		Registered	1961-06-30 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	73	200150	4	JANE ABURN'S CHARITY OR FULHAM CHARITY		Registered	1961-06-30 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	74	200150	5	COPPICE CHARITY		Registered	1961-06-30 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	75	200165	1	LAND AND SNELLING		Registered	1961-08-25 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	76	200165	2	HENRY SMITH'S CHARITY (WEST CLANDON SHARE)		Registered	1961-08-25 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	77	200166	1	MRS JANE CART'S ALMSHOUSES		Removed	1961-09-21 00:00:00.0000000	2009-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	78	200179	1	SIR THOMAS LYNCH		Removed	1961-07-04 00:00:00.0000000	1996-02-15 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	79	200181	1	SHARE OF HENRY SMITH (WORTH ESTATE)		Removed	1961-11-10 00:00:00.0000000	2018-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	80	200181	2	DR RALPH COOKE		Removed	1961-11-10 00:00:00.0000000	2018-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	81	200181	3	JOHN FLAMSTEED		Removed	1961-11-10 00:00:00.0000000	2018-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	82	200181	4	MARGARET FLAMSTEED		Removed	1961-11-10 00:00:00.0000000	2018-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	83	200181	5	SIR FRANCIS ABRAHAM MONTEFIORE		Removed	1961-11-10 00:00:00.0000000	2018-09-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	84	200183	1	THOMAS HENRY SMITH		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	85	200183	2	RICHARD TOYE		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	86	200183	3	EMMA CHITTY		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	87	200183	4	CHARITY OF EDWARD HUDSON		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	88	200183	5	MARY CHITTY		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	89	200183	6	WILLIAM DENNE		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	90	200183	7	LOUISA MARIA DICKENS		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	91	200183	8	JOHN LUCAS		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	92	200183	9	JAMES ROBERTS		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	93	200183	10	ELIZABETH ROLFE		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	94	200183	11	JOHN SKEET		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	95	200183	12	HENRY SMITH		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	96	200183	17	SARAH WELLER		Registered	1968-12-31 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	97	200187	1	HENRY SMITH (EASTBROOKE ESTATE)		Registered	1967-11-16 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	98	200190	1	ASHTEAD PAROCHIAL CHARITY		Removed	1986-02-28 00:00:00.0000000	1996-07-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	99	200190	2	LADY DIANA FEILDING (OTHERWISE FIELDING)		Removed	1961-06-21 00:00:00.0000000	1996-07-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	100	200190	3	THE HAVEN CHARITY		Removed	1961-10-25 00:00:00.0000000	1996-07-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	101	200190	7	THE DENTON AND LEGGE CHARITY		Removed	1961-06-21 00:00:00.0000000	1996-07-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	102	200209	1	HENRY SMITH (WARBELTON ESTATE)		Removed	1961-07-25 00:00:00.0000000	2000-02-07 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	103	200224	2	WINDLESHAM UNKNOWN DONOR (ALMSHOUSE CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	104	200224	3	LOUISA ROBINSON (ALMSHOUSE CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	105	200224	4	REVEREND EDWARD BIRCH (ALMSHOUSE CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	106	200224	5	LADY AMELIA BUTLER (ALMSHOUSE CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	107	200224	6	ELEANOR STRANGE (POOR CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	108	200224	7	AMBROSIA HUGHES (POOR CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	109	200224	8	JAMES BUTLER (ALMSHOUSE CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	110	200224	9	DUCHESS OF GLOUCESTER'S CHARITY FOR THE POOR (POOR CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	111	200224	10	GEORGE CHEWTER (POOR CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	112	200224	11	HENRY SMITH (WARBLETON ESTATE) (POOR CHARITIES)		Registered	1961-07-20 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	113	200230	1	CHARITY KNOWN AS THE ALMSHOUSES IN CHOBHAM STREET		Removed	1963-01-15 00:00:00.0000000	1994-04-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	114	200230	2	FREDERICK CHARLES WOOLER JANES		Removed	1963-01-15 00:00:00.0000000	1994-04-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	115	200230	3	S C AYLOTT'S TRUST HOMES		Removed	1963-01-15 00:00:00.0000000	1994-04-21 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	116	200238	2	DOROTHY ASTRY		Removed	1961-07-07 00:00:00.0000000	2000-02-26 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	117	200239	1	LADY JANE CHENEY		Registered	1961-08-03 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	118	200239	2	TOWN LANDS		Registered	1961-08-03 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	119	200240	1	STAPLEY BEQUEST		Registered	1961-07-12 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	120	200240	2	MRS MARY GUTCH'S CHARITY		Registered	1961-07-12 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	121	200240	3	BEQUEST OF ALICE VIOLET HALLAM		Removed	1961-07-12 00:00:00.0000000	1996-01-30 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	122	200240	4	BEQUEST OF EUGENIE HOLT		Removed	1961-07-12 00:00:00.0000000	1996-01-30 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	123	200251	1	THOMAS KENTISH FOR POOR		Removed	1961-07-10 00:00:00.0000000	2010-05-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	124	200251	2	POOR'S LAND		Removed	1961-07-10 00:00:00.0000000	2010-05-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	125	200251	3	POOR'S STOCK (OTHERWISE THE GIFTS OF THOMAS OSBORNE AND DANIEL GOLDSMITH)		Removed	1961-07-10 00:00:00.0000000	2010-05-09 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	126	200264	1	JOHN SMITH		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	127	200264	2	EDWARD BIRD WEARING		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	128	200264	3	MARY STENNING		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	129	200264	4	CHARLOTTE HOCHEE'S ALMSHOUSES		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	130	200264	5	HENRY SMITH (WORTH ESTATE - SHARE)		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	131	200264	6	JOHN HOLE		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	132	200264	7	WILLIAM SAXBY		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	133	200264	8	JOHN PIGGOTT		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	134	200264	9	EMMA ST CLAIR FOR LINGFIELD		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	135	200264	10	ROSABELLE MARY ELIZABETH ST CLAIR		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	136	200264	11	EMMA ST CLAIR FOR DORMANS LAND		Registered	1962-04-24 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	137	200276	1	JOHN PARSON'S CHARITY		Removed	1961-07-21 00:00:00.0000000	1991-04-16 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	138	200276	2	JOHN HOW'S CHARITY		Removed	1961-07-21 00:00:00.0000000	1991-04-16 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	139	200276	3	JOHN AUSTEN		Removed	1961-07-21 00:00:00.0000000	1991-04-16 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	140	200276	4	WILLIAM BRADFORD'S CHARITY		Removed	1961-07-21 00:00:00.0000000	1991-04-16 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	141	200299	1	HENRY SMITH (WORTH ESTATE)		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	142	200299	2	RICHARD ARNOLD THE YOUNGER 1660		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	143	200299	3	RICHARD ARNOLD THE YOUNGER 1663		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	144	200299	4	ANDREW CADE		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	145	200299	5	MARGARET FENWICK		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	146	200299	6	ANN REYNOLDS FOR POOR		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	147	200299	7	MISS STABLES		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	148	200315	1	NICHOLAS GAINSFORD OTHERWISE GATLANDS GIFT		Registered	1961-09-13 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	149	200315	2	ALEXANDER HOLLOWAY OTHERWISE HOLDFAST GIFT		Registered	1961-09-13 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	150	200315	3	HENRY SMITH (WORTH ESTATE)		Registered	1961-09-13 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	151	200315	4	THOMAS SUTTON OTHERWISE LONGBRIDGE GIFT		Registered	1961-09-13 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	152	200333	1	TRUST FUNDS (PROCEEDS OF SALE)		Removed	1966-01-05 00:00:00.0000000	1998-12-15 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	153	200333	2	TRUST PROPERTY (NOW CAR PARK)		Removed	1966-01-05 00:00:00.0000000	1998-12-15 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	154	200354	1	SIR THESPHILUS NAPIER		Registered	1961-07-17 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	155	200354	2	ELIZABETH ROTHERHAM		Registered	1961-09-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	156	200354	3	GEORGE KING		Registered	1961-09-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	157	200354	4	THOMAS ATWOOD		Registered	1961-09-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	158	200354	5	SIR ROBERT NAPIER		Registered	1961-09-19 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	159	200359	1	COUNTESS OF MEATH'S FUND FOR THE ENDOWMENT OF THE LAUDERDALE BED		Removed	1962-09-22 00:00:00.0000000	1996-01-11 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	160	200382	1	HENRY SMITH'S CHARITY		Removed	1961-08-17 00:00:00.0000000	2025-09-23 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	161	200382	2	THOMAS SHAW		Removed	1961-08-17 00:00:00.0000000	2025-09-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	162	200382	3	WILLIAM STRINGER		Removed	1961-08-17 00:00:00.0000000	2025-09-24 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	163	200390	1	LEST WE FORGET ASSOCIATION-KODAK (HARROW) BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	164	200390	2	'LEST WE FORGET' ASSOCIATION-EPSOM, EWELL, AND DISTRICT BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	165	200390	3	'LEST WE FORGET' ASSOCIATION-COBHAM AND DISTRICT BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	166	200390	4	'LEST WE FORGET' ASSOCIATION-WIMBLEDON AND MERTON AND MORDEN BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	167	200390	5	'LEST WE FORGET' ASSOCIATON-MALDEN AND COOMBE BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	168	200390	6	'LEST WE FORGET' ASSOCIATION-KINGSTON UPON THAMES AND SURBITON (FOUNDER) BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	169	200390	7	'LEST WE FORGET' ASSOCIATION-BOROUGH OF TWICKENHAM BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	170	200390	8	'LEST WE FORGET' ASSOCIATION-BRIGHTON AND HOVE BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	171	200390	9	'LEST WE FORGET' ASSOCIATION'-THE MOLESEYS AND HAMPTON COURT BRANCH		Removed	1963-02-20 00:00:00.0000000	2015-07-06 00:00:00.0000000																False	False								
2026-03-25 00:00:00.0000000	172	200394	1	REVEREND JAMES PHIPPS' CHARITY		Registered	1961-07-27 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	173	200394	2	ISABELLA SCHRODER		Registered	1961-07-27 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	174	200394	3	POOR'S ALLOTMENT		Registered	1961-07-27 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	175	200394	4	SHARE OF HENRY SMITH'S CHARITY (WARBLETON ESTATE)		Registered	1961-07-27 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	176	200410	1	GEORGINA CHARLOTTE TALBOT		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	177	200410	2	LEOPOLD SALOMONS		Registered	1961-08-29 00:00:00.0000000																	False	False								
2026-03-25 00:00:00.0000000	178	200410	3	REVEREND ALFRED BURMESTER FOR ALMSPEOPLE		Registered	1961-08-29 00:00:00.0000000																	False	False								
